timestamp,strategy_mode,min_roas,min_clicks,zero_order_click_threshold,zero_order_action,enable_tacos_control,enable_monthly_budget_control,account_roas,tacos_pct,health_status,bid_increases,bid_decreases,negatives_added,harvested_keywords,budget_increases,budget_decreases,estimated_spend_impact_pct
2026-03-16 23:10:04,Balanced,3.0,8,12,Both,True,False,3.62,19.5,tacos_constrained,12,30,1,1,3,8,-380.0
2026-03-16 23:43:27,Balanced,3.0,8,12,Both,True,False,3.62,19.5,tacos_constrained,12,30,1,1,3,8,-380.0
